600,1e+06,0.0005,1
-2,2e+05,-2e+05,1
0,0.4,1e-05,1
0.05,0.9,0,1
0.4,1.5,0.1,1
318,1e+07,0,1
286,287,284,0
0.45,0.46,0.44,1
250,1e+06,1e-08,0
-1,-0.5,-3,0
0.49,8,0.2,0
70,1000,0,0
0.5,0.7,0.4,0
0.75,1,0.2,0
50,1e+06,0,0
3.6,6,3,0
3,8,0.1,0
700,1e+06,0,0
11.3,11.5,11.1,0
5,9,0.1,0
500,1e+06,0,0
9,10,8,0
0.6,0.9,0.1,0
0.4,0.5,0.3,0
0,1,5e-09,0
0,2,-2,0
